,sentence,label,badspelling sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
40,هدي انا فاش تنطلق الخيبرة ديالي واش الكمامة كنعملوها على قبل الحماية من الفيروسات اولا على قبل البوليس المشكل ديالنا كاين فالعقل من ديما خاص كلشي يدير التحاليل غايعمرهوم بالروز جوج بيمويات قاصحين كتر من ماتينا و قرعة دالما صغيرة تقول غانصاوب الضالة,TMS,هدي انا فاش تنطلق الخيبره ديالي واش الكمامه كنعملوها علي قبل الحمايه من الفيروسات اولا علي قبل البوليس المشكل ديالنا كاين فالعقل من ديما خاص كلشي يدير التحاليل غايعمرهوم بالروز جوج بيمويات قاصحين كتر من ماتينا و قرعه دالما صغيره تقول غانصاوب الضاله,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.973791333040961e-11,3.0553687676222665e-07,3.732908683635091e-12,2.0944455578617983e-11,2.7467817663406884e-11,3.9396751962490914e-11,1.4859967198430972e-11,5.8690119069000754e-12,3.3611047372708907e-10,6.601564442675012e-11,2.8783439979489302e-11,1.299426876433624e-10,0.00019225170108051181,1.9696685866742296e-10,1.8997303341354856e-11,6.698293961967725e-10,6.416810316474069e-11,3.6350468730710166e-12,8.121226455750288e-11,0.9998074311777656,3.926960379765939e-11,5.261245643132094e-11,2.720665965060327e-10,7.994660056610171e-10,8.607127992791123e-09,7.606439909173412e-11
41,ميمكنش يرجعو ليه كيعطيو غير ماء وسكر وشكلاط عن تجربة إيوا الله يمسخك إيلا يرجعوه واقيلا غي سامع بالتبرع واحد النهار مشيت نتبره بالدم وعبرو شحال من كيلو فيا وضغط الدم تاهو شاف فيا وقال سير اولدي لداركم لانصدقو معلقينو ليك تا نيت,TMS,ميمكنش يرجعو ليه كيعطيو غير ماء وسكر وشكلاط عن تجربه ايوا الله يمسخك ايلا يرجعوه واقيلا غي سامع بالتبرع واحد النهار مشيت نتبره بالدم وعبرو شحال من كيلو فيا وضغط الدم تاهو شاف فيا وقال سير اولدي لداركم لانصدقو معلقينو ليك تا نيت,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,9.6377579229275e-10,5.20724876208907e-07,1.104624566107309e-10,6.232994180239222e-10,3.036617961900385e-10,5.782477953288628e-10,4.335103783319307e-10,8.133427258677582e-10,9.158016353084615e-09,6.788635953753234e-10,1.4475404896905526e-09,6.0895071534787845e-09,0.0007245519798873942,4.633288534047264e-09,3.853922463402524e-10,2.177163103590744e-09,1.1681003055643797e-10,6.061392415448604e-11,1.6580608283416596e-09,0.9992748337756523,1.77939910013884e-09,9.451740852705605e-10,2.45353696793506e-09,1.3060924928352371e-08,3.812684286009109e-08,6.922149480880036e-09
42,عمرك تلقى شي واحد حاط ايفون للبيع و معاه الثمن سولتك شحال الثمن انعلزاملبوك ولد الخشبة باغي يبيع الذهب راخرجووا ووكلوكم البيصارة صحاب التكوين سادين علينا حنا فالكوفر علا شنو الفرق بين الطلبة و التلاميذ أرى واحد الجيهاوي أنولي هنا القلاوي الواليد قال ليا قرا حضوري راه مغتفهم والو عن بعد,TMS,عمرك تلقي شي واحد حاط ايفون للبيع و معاه الثمن سولتك شحال الثمن انعلزاملبوك ولد الخشبه باغي يبيع الذهب راخرجووا ووكلوكم البيصاره صحاب التكوين سادين علينا حنا فالكوفر علا شنو الفرق بين الطلبه و التلاميذ اري واحد الجيهاوي انولي هنا القلاوي الواليد قال ليا قرا حضوري راه مغتفهم والو عن بعد,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,5.376057135146334e-10,1.6164361627837138e-06,7.835105717559035e-11,8.048419860023429e-10,4.29898491316377e-10,6.580598785206759e-09,6.9684996205128016e-09,3.0977285708438906e-10,2.4214451057823378e-08,1.6074303285705646e-09,7.778991125860893e-10,6.961095528716473e-09,0.9861850383827973,5.714072406610658e-09,4.314492750587951e-10,7.277230507751557e-09,1.0466457690912214e-09,4.158986225998214e-10,7.252080207125389e-09,0.01381323192940428,1.7855155084323156e-09,8.650873954349641e-09,4.802312540729858e-09,5.1765896074489604e-09,1.9950462783987294e-08,1.4780600030282015e-09
43,اراش واحد وطني اونلاين وقوي من الفغونسي تاهلو للدور الثاني فكاس العالم و كانو كاع ايربحو بلجيكا لعشاق الطرولات و الميمز شرفنا بزيارتك للباج داكشي للي كاتدير مارفل و ديسي عند الميريكان العلماء كيقرّيو في الجامعات وكيقولو حنا أذكياء وكنصنعو لقاح نحاربو بيه وباء,TMS,اراش واحد وطني اونلاين وقوي من الفغونسي تاهلو للدور الثاني فكاس العالم و كانو كاع ايربحو بلجيكا لعشاق الطرولات و الميمز شرفنا بزيارتك للباج داكشي للي كاتدير مارفل و ديسي عند الميريكان العلماء كيقريو في الجامعات وكيقولو حنا اذكياء وكنصنعو لقاح نحاربو بيه وباء,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.8148715903693417e-08,0.00017541379291336677,5.99327079815262e-10,3.87417628604924e-08,8.42640539410319e-09,3.2546736414029727e-08,4.717804291895983e-08,1.2634995076124577e-08,8.396038105181356e-06,3.483737769306996e-08,5.339306452897866e-08,1.659011573155805e-07,0.00025599841220266475,5.347718516177583e-07,9.94953361131947e-07,1.6101981639274103e-06,6.809687119782968e-09,4.327436756240862e-10,5.822396000540793e-08,0.9995417571477765,6.174890191837838e-07,1.2470400192251487e-06,1.2199693420962062e-07,1.1077852299086132e-06,1.1626562505472575e-05,9.593794181192673e-08
44,أمريكا قادات لقاح آخر مكاين فالتكنولوجيا الطبية وماعمر الإنسانية وصلات ليه لحد الآن و هارب على ديال روسيا لي قادات فيروس باش تحارب فيروس بنادم مكيبحتش ومكلخ الريج لي جات تديكم را السلاوي والفريق ديالو صاوبو التلقيح حاليا كيديرو التجارب النهائية,TMS,امريكا قادات لقاح اخر مكاين فالتكنولوجيا الطبيه وماعمر الانسانيه وصلات ليه لحد الان و هارب علي ديال روسيا لي قادات فيروس باش تحارب فيروس بنادم مكيبحتش ومكلخ الريج لي جات تديكم را السلاوي والفريق ديالو صاوبو التلقيح حاليا كيديرو التجارب النهائيه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.882756415695779e-11,1.1953526315433153e-06,1.2891376319959403e-11,5.96405835626241e-11,3.2786751032843965e-11,1.4521999285219676e-10,7.362224098155128e-11,1.7148681823003203e-11,1.2940139265885468e-09,1.8015039210012506e-10,5.43820916438336e-11,3.1980150571994425e-10,4.8074079621315164e-05,6.904903022822223e-10,2.7529244321709224e-11,9.244927504138461e-10,6.689719377501598e-11,9.895008593100324e-12,1.3449058081609675e-10,0.9999506874337574,1.0597346225081048e-09,1.8586726492035633e-10,2.3174156982404693e-09,1.2622797733384628e-09,3.379315724787038e-08,4.432550888940321e-10
45,غا روسيا زربات على البشر ونقزات المرحلة الثالثة من الاختبارات السريرية لأهداف سياسية لاغير,TMS,غا روسيا زربات علي البشر ونقزات المرحله الثالثه من الاختبارات السريريه لاهداف سياسيه لاغير,Gulf,MOS,Iraq,Mosul,Maghreb,Morocco,The Moroccan Show,0.00034984371727345083,0.00023584189510057787,5.57404524391116e-06,0.0006121301181110934,5.460440604320358e-05,0.0027877946658821325,0.009643632658291651,0.0001098079251825151,0.0036207167742888804,9.927873129920435e-05,0.0006571885273055629,0.023554282823703955,3.3646000494912274e-05,0.013926767171142676,0.001821074215918639,0.001701765507982161,0.6155945442711817,1.2442529056037522e-05,0.02731292111639866,1.3223561134492655e-05,0.025595685044684256,0.021239245253244856,0.010755006909467712,0.0001228201108302223,0.24012207120710063,1.8090813636849384e-05
46,واش بوحدي لي مافهمتش هاد البوسط المكلخ مابغيت والو بغير غير نعرف شنو سبب الانفجار واش بصح مصنع العاب نارية تفجر كيف ما قالو ولا كاين اسبابا خفية عيب عليكم ديرو هاد طرول نفضل تحكمني ميا خليفة على دوكو الرجعيين والفاسدين، الي فينما مشاو يدمروا ويفسدوا في الارض,TMS,واش بوحدي لي مافهمتش هاد البوسط المكلخ مابغيت والو بغير غير نعرف شنو سبب الانفجار واش بصح مصنع العاب ناريه تفجر كيف ما قالو ولا كاين اسبابا خفيه عيب عليكم ديرو هاد طرول نفضل تحكمني ميا خليفه علي دوكو الرجعيين والفاسدين الي فينما مشاو يدمروا ويفسدوا في الارض,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,3.972009650971233e-09,3.2394880604149275e-06,8.199796957867971e-11,4.204458527230909e-09,4.737976584377727e-10,1.0052667166187485e-09,1.4277588774280593e-09,2.1930177670377054e-10,1.983067544871557e-08,1.410348275993694e-09,6.325671461589537e-09,9.959547942054029e-09,0.9962460239372048,7.1189873885442665e-09,1.1228589886776782e-09,7.731479374982858e-09,5.539721591377191e-10,9.488534562235616e-11,7.743996084327164e-09,0.0037504031383952716,2.275189168828508e-09,2.3638084517202672e-08,4.647174816729068e-09,8.023646290387937e-09,2.1396307541443432e-07,7.61215564389805e-09
47,هوما راه عاطينو جوج فخاض الهربة معاك رمز الولاء و البيعة للنسايب و هاد النساب مدابحينش تفكرت هدرتك ديال الصباح ثلاث سنين اللولة فلافاك اتكون هي احسن خمسنين غادوز فحياتك الاجازة كيقصد بيها العطلة الحاولي هادي لغة ينعل دين مك,TMS,هوما راه عاطينو جوج فخاض الهربه معاك رمز الولاء و البيعه للنسايب و هاد النساب مدابحينش تفكرت هدرتك ديال الصباح ثلاث سنين اللوله فلافاك اتكون هي احسن خمسنين غادوز فحياتك الاجازه كيقصد بيها العطله الحاولي هادي لغه ينعل دين مك,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.7743031487953328e-10,2.0006341569937131e-07,2.8548401549904442e-11,3.414798742340874e-10,5.328291928396642e-10,8.883955506247887e-10,5.276967993685519e-10,3.519595264025323e-11,9.95775895779942e-09,8.192905436451163e-10,5.620001959019014e-10,1.3993670738694749e-09,0.07836591279330633,3.3149891924174588e-09,8.592493250745972e-11,9.48540463488358e-10,2.3644161766949406e-09,2.7863053036040834e-11,9.35497844590358e-10,0.9216337897555337,7.082695183254808e-10,7.71806076040715e-09,3.9027780660859595e-09,4.446143469311155e-09,5.5784823852002065e-08,1.8804440187126823e-09
48,غتنوضي تجبدي دوك لبوليكوبات وتبداي تحفضي القهاوي حالين تجبد بزغلو و تكفت أجواء ما عنديش معاها هاد عجوجتي بقيت معاها شي دقيقة يالاه فهمتها هههه قلت واه ياكما شي سمية جديدة هادي تاني قريتها عجوجتي نيت شعلو العافية ف الملاوي شنو هي هاد عجوجتي,TMS,غتنوضي تجبدي دوك لبوليكوبات وتبداي تحفضي القهاوي حالين تجبد بزغلو و تكفت اجواء ما عنديش معاها هاد عجوجتي بقيت معاها شي دقيقه يالاه فهمتها هههه قلت واه ياكما شي سميه جديده هادي تاني قريتها عجوجتي نيت شعلو العافيه ف الملاوي شنو هي هاد عجوجتي,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.7348652281731517e-06,1.731712541898257e-05,3.68812397302981e-09,2.168647755145892e-06,1.203082875493038e-07,4.1516353189211613e-07,4.3106663817027526e-07,1.5707348087974304e-07,1.3231846470920395e-05,3.908271562834567e-07,9.841903478144521e-06,2.0941218737930105e-06,0.05806094238279865,1.9765890525248474e-06,3.698068022409661e-07,1.4044203924571264e-06,1.864764313371027e-07,3.879934662201584e-09,2.0704084838680865e-07,0.9119753875459619,1.6525320556903843e-07,3.351689522179291e-06,2.1625193428575973e-06,1.3173585776559693e-06,0.029904163824979506,4.545747061626195e-07
49,ماعمر اثر عليا شي قرار ملي بدا هاد الحزاق فالحجر ماكانخرجش بزاف اصلا الخدمة مازال مالقيناها ودابا السفر اصلا ماكانسافرو لا قبل كورونا لا بعد الله ينعل مها عيشا فهاد البلاد متنساوش بلي سيدنا ضحى بالإقتصاد ديال بلادو على قبلنا راه غار مطلعها اخويا نتا خاصك وسام على هاد تاعياشت ديالك,TMS,ماعمر اثر عليا شي قرار ملي بدا هاد الحزاق فالحجر ماكانخرجش بزاف اصلا الخدمه مازال مالقيناها ودابا السفر اصلا ماكانسافرو لا قبل كورونا لا بعد الله ينعل مها عيشا فهاد البلاد متنساوش بلي سيدنا ضحي بالاقتصاد ديال بلادو علي قبلنا راه غار مطلعها اخويا نتا خاصك وسام علي هاد تاعياشت ديالك,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.7167265232325977e-10,1.5983883944394548e-07,1.3958845610268036e-12,1.5446929610827147e-10,1.4189451314419134e-11,1.0971833440245155e-10,7.736452895288908e-11,8.532566729006016e-12,4.79298339782139e-10,1.3581536029980668e-11,8.832365843140888e-11,1.7787535278197136e-10,0.018412511875640164,2.0718960153299758e-10,1.4243634484518552e-11,6.100119430656583e-11,4.345580202928314e-11,6.998340205914563e-12,6.127166948372028e-11,0.981587317853799,2.3269638264967775e-11,3.2642564775993114e-10,1.4577863851981476e-10,1.9796385310243104e-09,5.859977476138441e-09,4.060495186299238e-10
