,sentence,label,stripped sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis,sentence tokens,length of sentence
38,"وأشار إلى ما وصفه بتوازن بايدن الذهبي، وهو تحالف عالمي للديمقراطيات لمواجهة الصين بشكل جماعي، الذي وعد به في حملته الانتخابية، وهو ما أطلق عليه ""قمة للديمقراطية"" لتجديد الروح والهدف المشترك لدول العالم الحر.",JAZ,وأشار إلى ما وصفه بتوازن بايدن الذهبي وهو تحالف عالمي للديمقراطيات لمواجهة الصين بشكل جماعي الذي وعد به في حملته الانتخابية وهو ما أطلق عليه قمة للديمقراطية لتجديد الروح والهدف المشترك لدول العالم الحر,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.0156704339865874e-07,1.1633776081171183e-07,6.208764523249695e-09,3.6656024179812065e-07,1.2143480121916735e-08,3.959911558323321e-07,1.2281752114313315e-07,2.1349369921447773e-08,7.037196593811363e-07,3.60894650107437e-08,2.1993634545765913e-07,2.1176932331099723e-07,1.9226021357723315e-08,9.016259918941425e-07,2.410647379595974e-07,0.00026020116369425406,5.633115482193976e-08,0.9943073951375839,0.005394694368748866,1.486483068279251e-09,3.052665051501111e-05,3.314598283617025e-07,3.036079014498595e-06,2.8662038157276516e-08,2.446971979049017e-07,7.556859396837948e-09,"['وأشار', 'إلى', 'ما', 'وصفه', 'بتوازن', 'بايدن', 'الذهبي', 'وهو', 'تحالف', 'عالمي', 'للديمقراطيات', 'لمواجهة', 'الصين', 'بشكل', 'جماعي', 'الذي', 'وعد', 'به', 'في', 'حملته', 'الانتخابية', 'وهو', 'ما', 'أطلق', 'عليه', 'قمة', 'للديمقراطية', 'لتجديد', 'الروح', 'والهدف', 'المشترك', 'لدول', 'العالم', 'الحر']",34
39,وأردف الكاتب أنه لكي ينجح التحالف المبدئي الجديد للديمقراطيات ضد الصين يجب أن تكون مكوناته ديمقراطية، بمعنى أن الضغط على الصين بشأن حقوق الإنسان مع تجاهل الانتهاكات الجسيمة من قبل الحلفاء ليس نظرة جيدة للزعيم الجديد للعالم الحر، لا سيما أن بايدن يقدم نفسه على أنه النقيض الأخلاقي لسلفه دونالد ترامب.,JAZ,وأردف الكاتب أنه لكي ينجح التحالف المبدئي الجديد للديمقراطيات ضد الصين يجب أن تكون مكوناته ديمقراطية بمعنى أن الضغط على الصين بشأن حقوق الإنسان مع تجاهل الانتهاكات الجسيمة من قبل الحلفاء ليس نظرة جيدة للزعيم الجديد للعالم الحر لا سيما أن بايدن يقدم نفسه على أنه النقيض الأخلاقي لسلفه دونالد ترامب,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,7.967358348289198e-10,2.171555143243256e-08,1.7699715618996426e-09,1.7823294540431926e-08,2.2257506811052178e-09,1.3121217896534464e-08,1.6685504537557025e-09,1.3867477581271053e-10,2.0894168566138123e-08,2.382956070636615e-09,6.333241486001858e-09,6.973879683468271e-10,5.648845950777295e-09,7.136469048330251e-09,1.2401221876888606e-09,1.015562345909609e-06,1.3200172025854927e-09,0.9999464113268974,5.226990685532767e-05,9.147251683373446e-10,1.7997121674599206e-07,2.536866780713463e-09,1.378583161948853e-08,2.1675576366161591e-10,7.212281669555948e-10,1.4432146365648284e-10,"['وأردف', 'الكاتب', 'أنه', 'لكي', 'ينجح', 'التحالف', 'المبدئي', 'الجديد', 'للديمقراطيات', 'ضد', 'الصين', 'يجب', 'أن', 'تكون', 'مكوناته', 'ديمقراطية', 'بمعنى', 'أن', 'الضغط', 'على', 'الصين', 'بشأن', 'حقوق', 'الإنسان', 'مع', 'تجاهل', 'الانتهاكات', 'الجسيمة', 'من', 'قبل', 'الحلفاء', 'ليس', 'نظرة', 'جيدة', 'للزعيم', 'الجديد', 'للعالم', 'الحر', 'لا', 'سيما', 'أن', 'بايدن', 'يقدم', 'نفسه', 'على', 'أنه', 'النقيض', 'الأخلاقي', 'لسلفه', 'دونالد', 'ترامب']",51
40,وفي أول تعليق رسمي له على أزمة اليمين الدستورية، توجّه رئيس الجمهورية قيس سعيد برسالة مطولة إلى رئيس الحكومة مساء اليوم الاثنين، لم تخل من طابع اللوم والتهجم بعبارات لاذعة، اتهمه خلالها بخرق فصول من الدستور ذات علاقة بالتعديل الوزاري.,JAZ,وفي أول تعليق رسمي له على أزمة اليمين الدستورية توجّه رئيس الجمهورية قيس سعيد برسالة مطولة إلى رئيس الحكومة مساء اليوم الاثنين لم تخل من طابع اللوم والتهجم بعبارات لاذعة اتهمه خلالها بخرق فصول من الدستور ذات علاقة بالتعديل الوزاري,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,9.420489873317495e-05,0.0009612615986175273,5.765465574878462e-06,0.0009850745028336962,6.236873355459267e-06,0.008425340149172265,0.00047710964739383513,1.7413865645119297e-05,0.0004867734255103702,2.0613150684392038e-05,0.0013643942114623165,0.00041888381516024155,5.706494583880447e-06,0.0012264758774901113,0.0008582624536210935,0.02098118363870547,8.417674250282086e-06,0.21454265707446854,0.6809048420359852,2.0980681758898827e-07,0.018627715985259266,0.04939426776012481,0.00015925196566837877,6.568516309774179e-06,1.9716950364427565e-05,1.6521622080300063e-06,"['وفي', 'أول', 'تعليق', 'رسمي', 'له', 'على', 'أزمة', 'اليمين', 'الدستورية', 'توجّه', 'رئيس', 'الجمهورية', 'قيس', 'سعيد', 'برسالة', 'مطولة', 'إلى', 'رئيس', 'الحكومة', 'مساء', 'اليوم', 'الاثنين', 'لم', 'تخل', 'من', 'طابع', 'اللوم', 'والتهجم', 'بعبارات', 'لاذعة', 'اتهمه', 'خلالها', 'بخرق', 'فصول', 'من', 'الدستور', 'ذات', 'علاقة', 'بالتعديل', 'الوزاري']",40
41,وقال النائب عن حركة النهضة محمد القوماني في حديثه للجزيرة نت إن استكمال المشيشي إقالة 5 وزراء في الحكومة الحالية، إضافة لثلاثة سابقين، وما ستحدثه من شغور في الحكومة، يعد خطوة متقدمة في التعقيد القانوني والسياسي الذي بلغه الصراع بين رأسي السلطة التنفيذية.,JAZ,وقال النائب عن حركة النهضة محمد القوماني في حديثه للجزيرة نت إن استكمال المشيشي إقالة 5 وزراء في الحكومة الحالية إضافة لثلاثة سابقين وما ستحدثه من شغور في الحكومة يعد خطوة متقدمة في التعقيد القانوني والسياسي الذي بلغه الصراع بين رأسي السلطة التنفيذية,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.555583930726678e-08,2.1275938964875703e-07,1.9804934089803847e-09,1.1142891702162915e-07,1.1518705500008865e-08,2.509287687766477e-08,7.888515389186238e-09,5.638924899059159e-09,3.6345106492491957e-07,6.616386666352968e-08,7.114899967812859e-08,1.0681408462555193e-06,2.2135874527602936e-08,9.347086360322012e-07,1.0521848027820324e-07,5.0068049698817475e-06,9.99264641895532e-10,0.9996740226310644,0.0002976220648090565,3.6207592856574964e-10,1.9829086780862606e-05,2.0831521779689264e-07,2.3200845290135065e-07,2.63543787755017e-08,1.3486023795292677e-08,5.055531299959015e-09,"['وقال', 'النائب', 'عن', 'حركة', 'النهضة', 'محمد', 'القوماني', 'في', 'حديثه', 'للجزيرة', 'نت', 'إن', 'استكمال', 'المشيشي', 'إقالة', '5', 'وزراء', 'في', 'الحكومة', 'الحالية', 'إضافة', 'لثلاثة', 'سابقين', 'وما', 'ستحدثه', 'من', 'شغور', 'في', 'الحكومة', 'يعد', 'خطوة', 'متقدمة', 'في', 'التعقيد', 'القانوني', 'والسياسي', 'الذي', 'بلغه', 'الصراع', 'بين', 'رأسي', 'السلطة', 'التنفيذية']",43
42,من جهته، يعطي النائب عن الكتلة الديمقراطية المعارضة في البرلمان عبد الرزاق عويدات الحق من الناحية القانونية لرئيس الحكومة بإدخال تغييرات على تركيبة حكومته، لكنه يؤكد بالمقابل أن الخطوة تطرح أزمة من الناحية السياسية في العلاقة برئيس الجمهورية الرافض للتعديل الوزاري برمته.,JAZ,من جهته يعطي النائب عن الكتلة الديمقراطية المعارضة في البرلمان عبد الرزاق عويدات الحق من الناحية القانونية لرئيس الحكومة بإدخال تغييرات على تركيبة حكومته لكنه يؤكد بالمقابل أن الخطوة تطرح أزمة من الناحية السياسية في العلاقة برئيس الجمهورية الرافض للتعديل الوزاري برمته,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,6.378313617060046e-07,4.182203980108698e-06,3.523431142263861e-07,1.0684434764314405e-05,6.812803810534312e-07,1.0415714998321385e-06,1.1770513203917182e-06,1.850126716275853e-07,2.976195949341839e-05,2.0217245732960843e-06,3.26513447866639e-06,1.9088592989504174e-05,3.568235679941034e-07,2.8463136094913813e-05,1.4967457556164905e-05,0.0002474404559910888,5.760928889360447e-08,0.9516176811934203,0.047120221848326684,1.641665041994691e-08,0.0008831663228594903,9.345368845237164e-06,3.993630576477952e-06,1.9306107054214391e-07,9.613892340412333e-07,5.614588965966513e-08,"['من', 'جهته', 'يعطي', 'النائب', 'عن', 'الكتلة', 'الديمقراطية', 'المعارضة', 'في', 'البرلمان', 'عبد', 'الرزاق', 'عويدات', 'الحق', 'من', 'الناحية', 'القانونية', 'لرئيس', 'الحكومة', 'بإدخال', 'تغييرات', 'على', 'تركيبة', 'حكومته', 'لكنه', 'يؤكد', 'بالمقابل', 'أن', 'الخطوة', 'تطرح', 'أزمة', 'من', 'الناحية', 'السياسية', 'في', 'العلاقة', 'برئيس', 'الجمهورية', 'الرافض', 'للتعديل', 'الوزاري', 'برمته']",42
43,وأكد كزدغلي أن المشيشي بإحداثه هذا الكم من الشغور الوزاري في ظل أزمة اقتصادية واجتماعية خانقة، أراد أن يرمي بالمسؤولية على عاتق رئيس الجمهورية من خلال تحميله بشكل غير مباشر وزر ومسؤولية تعطل عمل الحكومة برفضه التعديل الوزاري.,JAZ,وأكد كزدغلي أن المشيشي بإحداثه هذا الكم من الشغور الوزاري في ظل أزمة اقتصادية واجتماعية خانقة أراد أن يرمي بالمسؤولية على عاتق رئيس الجمهورية من خلال تحميله بشكل غير مباشر وزر ومسؤولية تعطل عمل الحكومة برفضه التعديل الوزاري,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.3019222178359e-07,1.2993440715180207e-06,2.0364566333452345e-08,4.7142626194324527e-07,2.5515299052428355e-08,1.0760397253700496e-06,2.2533707601459863e-07,1.0495462227958131e-08,2.0318095040311076e-06,6.589984087089715e-08,2.506809176620305e-07,1.6374485175045012e-07,1.374581680078787e-07,7.765250914237391e-07,7.463900510483943e-08,2.3862605121412318e-05,5.186971674337919e-08,0.03606467939285973,0.9638523464647094,5.289186831996917e-09,5.083395543343661e-05,7.358917748088407e-07,6.228946064703553e-07,1.7261959832193982e-08,4.6994300710817675e-08,3.7908267482539794e-08,"['وأكد', 'كزدغلي', 'أن', 'المشيشي', 'بإحداثه', 'هذا', 'الكم', 'من', 'الشغور', 'الوزاري', 'في', 'ظل', 'أزمة', 'اقتصادية', 'واجتماعية', 'خانقة', 'أراد', 'أن', 'يرمي', 'بالمسؤولية', 'على', 'عاتق', 'رئيس', 'الجمهورية', 'من', 'خلال', 'تحميله', 'بشكل', 'غير', 'مباشر', 'وزر', 'ومسؤولية', 'تعطل', 'عمل', 'الحكومة', 'برفضه', 'التعديل', 'الوزاري']",38
44,وخلال لقائه الأمين العام للاتحاد التونسي للشغل نور الدين الطبوبي مؤخرا، قال سعيد إنه غير مستعد على الإطلاق لأن يتراجع عن مبادئه، وإنه أقسم على احترام الدستور.,JAZ,وخلال لقائه الأمين العام للاتحاد التونسي للشغل نور الدين الطبوبي مؤخرا قال سعيد إنه غير مستعد على الإطلاق لأن يتراجع عن مبادئه وإنه أقسم على احترام الدستور,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,8.351716648897408e-08,1.0812834648759361e-07,7.35932610467819e-08,2.7942931695777398e-06,2.4232418685215875e-08,3.268058371292198e-07,3.3825544200606705e-08,6.675460336653853e-09,1.4842536520091593e-07,4.92573577926283e-08,4.618404074337208e-06,1.55721570699468e-07,9.545319188548256e-09,3.390519459428806e-07,9.662330199199145e-08,1.0482336955841903e-05,9.528127940543993e-09,0.9998797895737358,8.590930667647422e-05,2.9635350123509186e-09,1.4603233914250966e-05,2.0911052837117694e-07,1.2116756794795405e-07,8.585674497584414e-10,3.082766005452416e-09,7.374857824773659e-10,"['وخلال', 'لقائه', 'الأمين', 'العام', 'للاتحاد', 'التونسي', 'للشغل', 'نور', 'الدين', 'الطبوبي', 'مؤخرا', 'قال', 'سعيد', 'إنه', 'غير', 'مستعد', 'على', 'الإطلاق', 'لأن', 'يتراجع', 'عن', 'مبادئه', 'وإنه', 'أقسم', 'على', 'احترام', 'الدستور']",27
45,"وأضافت ""سيتم بحث البرنامج السياسي لحكومة الائتلاف وتفاصيله حين تشكيلها، وستكون مهمتها الأساسية التشريعات والقوانين ومعالجة تداعيات الانقسام وآثاره"" مؤكدة أنّ الجبهة الديمقراطية ""غالبًا ستشارك في الحكومة"".",JAZ,وأضافت سيتم بحث البرنامج السياسي لحكومة الائتلاف وتفاصيله حين تشكيلها وستكون مهمتها الأساسية التشريعات والقوانين ومعالجة تداعيات الانقسام وآثاره مؤكدة أنّ الجبهة الديمقراطية غالبًا ستشارك في الحكومة,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.81133854347212e-05,0.00010729659367098447,5.718890826207566e-06,0.0001632084706533939,1.6052779480343723e-05,6.51677940969807e-05,2.2491382837356572e-05,4.191892938876711e-06,0.0005900788654425015,6.634290981015003e-05,0.00013001227615804816,0.00064201627861779,8.88376787415893e-06,0.0010916095581076726,0.0003764612170964558,0.0013411466665221728,9.873862877307548e-07,0.9363783959290988,0.050511524357040476,5.933452566549302e-07,0.007973624325993717,0.00019531815690827998,0.00016045707079330728,2.5039345938128517e-05,7.126458609766293e-05,4.002767017344576e-06,"['وأضافت', 'سيتم', 'بحث', 'البرنامج', 'السياسي', 'لحكومة', 'الائتلاف', 'وتفاصيله', 'حين', 'تشكيلها', 'وستكون', 'مهمتها', 'الأساسية', 'التشريعات', 'والقوانين', 'ومعالجة', 'تداعيات', 'الانقسام', 'وآثاره', 'مؤكدة', 'أنّ', 'الجبهة', 'الديمقراطية', 'غالبًا', 'ستشارك', 'في', 'الحكومة']",27
46,"وقالت ""سي إن إن"" في تقرير لها اليوم إن السلطات الصينية منعت خبراء منظمة الصحة من الوصول إلى نتائج فحوص مئات الآلاف من عينات الدم التي أخذت في ووهان (مهد المرض) مع بداية الجائحة، وأضاف رئيس بعثة المنظمة أن السلطات الصينية لم تسمح للبعثة، التي ضمت علماء من منظمة الصحة وآخرين صينيين، بالوصول إلا إلى عينات جزئية من الإصابات الأولى بفيروس كورونا المستجد.",JAZ,وقالت سي إن إن في تقرير لها اليوم إن السلطات الصينية منعت خبراء منظمة الصحة من الوصول إلى نتائج فحوص مئات الآلاف من عينات الدم التي أخذت في ووهان مهد المرض مع بداية الجائحة وأضاف رئيس بعثة المنظمة أن السلطات الصينية لم تسمح للبعثة التي ضمت علماء من منظمة الصحة وآخرين صينيين بالوصول إلا إلى عينات جزئية من الإصابات الأولى بفيروس كورونا المستجد,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,3.775913806560884e-09,6.57879102496388e-08,6.768315882529318e-09,1.2824040037038493e-08,1.6215606377270689e-09,5.004714919784478e-09,8.931816520843318e-10,7.235473042930679e-10,5.386141562023984e-09,4.318861875387656e-09,7.189786541051261e-09,1.2189823862957663e-09,6.536448686579966e-09,7.3418122507787e-09,9.393783503167769e-10,1.3386136036010136e-06,1.1592501262460974e-10,0.9998339254664688,0.00016443652428511555,7.465364933484695e-10,1.5822791797892788e-07,5.574780037573597e-09,3.0086079902303636e-09,3.2936049154445586e-10,3.684387107585992e-10,6.934796573040131e-10,"['وقالت', 'سي', 'إن', 'إن', 'في', 'تقرير', 'لها', 'اليوم', 'إن', 'السلطات', 'الصينية', 'منعت', 'خبراء', 'منظمة', 'الصحة', 'من', 'الوصول', 'إلى', 'نتائج', 'فحوص', 'مئات', 'الآلاف', 'من', 'عينات', 'الدم', 'التي', 'أخذت', 'في', 'ووهان', 'مهد', 'المرض', 'مع', 'بداية', 'الجائحة', 'وأضاف', 'رئيس', 'بعثة', 'المنظمة', 'أن', 'السلطات', 'الصينية', 'لم', 'تسمح', 'للبعثة', 'التي', 'ضمت', 'علماء', 'من', 'منظمة', 'الصحة', 'وآخرين', 'صينيين', 'بالوصول', 'إلا', 'إلى', 'عينات', 'جزئية', 'من', 'الإصابات', 'الأولى', 'بفيروس', 'كورونا', 'المستجد']",63
47,عاش البدري فرغلي طفولة وصفها بالقاسية، وكان مرادف القسوة هو الفقر الذي عانت منه أسرته، لذلك لم يستكمل تعليمه واكتفى بالشهادة الابتدائية، ليخرج إلى سوق العمل ويساعد والده في تحصيل دخل يساعد في تربية بقية إخوته.,JAZ,عاش البدري فرغلي طفولة وصفها بالقاسية وكان مرادف القسوة هو الفقر الذي عانت منه أسرته لذلك لم يستكمل تعليمه واكتفى بالشهادة الابتدائية ليخرج إلى سوق العمل ويساعد والده في تحصيل دخل يساعد في تربية بقية إخوته,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.138152891735515e-09,1.4534245875580825e-08,5.307127828437456e-10,2.652160363007903e-09,6.540420570962998e-10,3.1111652982443913e-09,1.3970699526174009e-09,8.255396325260865e-11,1.07281132714233e-08,1.5469775929293135e-09,1.5520239202470361e-09,2.0569864435026134e-09,1.6790616392976908e-09,9.902797354259742e-09,9.365400319728424e-10,1.041376296721256e-05,3.734880756682374e-10,0.9999285545680549,6.0203078470697164e-05,8.821327536726931e-11,7.552061639283988e-07,1.4633318936611242e-09,1.6037463642428604e-08,6.218207390572452e-10,1.9722295233587365e-09,3.251927868733681e-10,"['عاش', 'البدري', 'فرغلي', 'طفولة', 'وصفها', 'بالقاسية', 'وكان', 'مرادف', 'القسوة', 'هو', 'الفقر', 'الذي', 'عانت', 'منه', 'أسرته', 'لذلك', 'لم', 'يستكمل', 'تعليمه', 'واكتفى', 'بالشهادة', 'الابتدائية', 'ليخرج', 'إلى', 'سوق', 'العمل', 'ويساعد', 'والده', 'في', 'تحصيل', 'دخل', 'يساعد', 'في', 'تربية', 'بقية', 'إخوته']",36
48,وفي حديث مع وكالة الأناضول خلال زيارته لتركيا برفقة وزير الخارجية، أشار مفتي إلى إمكانية حل الأزمة الحدودية بين البلدين في منطقة الفشقة الحدودية بالطرق الدبلوماسية. وأوضح أن بلاده لا تفكر في الحرب في الوقت الحالي، مضيفا: سنشعر بالامتنان إذا عرضت تركيا القيام بدور الوساطة بيننا.,JAZ,وفي حديث مع وكالة الأناضول خلال زيارته لتركيا برفقة وزير الخارجية أشار مفتي إلى إمكانية حل الأزمة الحدودية بين البلدين في منطقة الفشقة الحدودية بالطرق الدبلوماسية وأوضح أن بلاده لا تفكر في الحرب في الوقت الحالي مضيفا سنشعر بالامتنان إذا عرضت تركيا القيام بدور الوساطة بيننا,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.388985605195461e-08,4.405060773983018e-08,9.036619395108606e-10,2.5008863826017856e-08,1.980709134494355e-09,2.375279110962218e-09,5.702586955699335e-10,8.609250305304907e-10,1.8027866592323388e-08,6.297850157395103e-09,1.4297513750593555e-08,2.1740106661053317e-09,3.753127002990762e-09,1.04893358312801e-08,3.0622774238821153e-09,2.7846387217154457e-06,6.049944556196542e-11,0.9990832045311654,0.0009137095314922786,2.4038670568686156e-10,1.1704124295205582e-07,1.346011367043339e-08,6.910255532334761e-09,6.408200478785211e-10,1.3204169539761968e-09,3.88274235935251e-09,"['وفي', 'حديث', 'مع', 'وكالة', 'الأناضول', 'خلال', 'زيارته', 'لتركيا', 'برفقة', 'وزير', 'الخارجية', 'أشار', 'مفتي', 'إلى', 'إمكانية', 'حل', 'الأزمة', 'الحدودية', 'بين', 'البلدين', 'في', 'منطقة', 'الفشقة', 'الحدودية', 'بالطرق', 'الدبلوماسية', 'وأوضح', 'أن', 'بلاده', 'لا', 'تفكر', 'في', 'الحرب', 'في', 'الوقت', 'الحالي', 'مضيفا', 'سنشعر', 'بالامتنان', 'إذا', 'عرضت', 'تركيا', 'القيام', 'بدور', 'الوساطة', 'بيننا']",46
49,وفي الضفة الغربية يخشى تلاميذ المدارس من نقاط التفتيش والغاز المدمع والجرافات. وبالنسبة لنا في قطاع غزة نخشى سقوط القنابل من السماء ومستعدون للقفز من مقاعدنا في أي لحظة خلال الفصل، مع أنه لا يجب أن يشعر أي طفل بهذا الشعور.,JAZ,وفي الضفة الغربية يخشى تلاميذ المدارس من نقاط التفتيش والغاز المدمع والجرافات وبالنسبة لنا في قطاع غزة نخشى سقوط القنابل من السماء ومستعدون للقفز من مقاعدنا في أي لحظة خلال الفصل مع أنه لا يجب أن يشعر أي طفل بهذا الشعور,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,6.280046295916807e-10,1.9275414150870566e-08,2.10316824810982e-10,9.315576746297978e-09,8.665461955603502e-10,5.5131330045717665e-09,7.407225737129824e-10,6.677605474997113e-11,2.5362370487614217e-08,5.568552586323885e-10,2.30101982245357e-09,9.391461958835217e-10,1.5305978270435404e-09,2.1673446620712445e-08,1.3823303545999847e-09,1.2318884030560911e-06,3.61518878149403e-10,0.9996079724850004,0.0003900854686231741,1.1659174691778992e-10,6.04868347894947e-07,2.690273988191505e-09,1.0920726247967543e-08,1.7067180783893258e-10,3.851889047833477e-10,2.8239717828914345e-10,"['وفي', 'الضفة', 'الغربية', 'يخشى', 'تلاميذ', 'المدارس', 'من', 'نقاط', 'التفتيش', 'والغاز', 'المدمع', 'والجرافات', 'وبالنسبة', 'لنا', 'في', 'قطاع', 'غزة', 'نخشى', 'سقوط', 'القنابل', 'من', 'السماء', 'ومستعدون', 'للقفز', 'من', 'مقاعدنا', 'في', 'أي', 'لحظة', 'خلال', 'الفصل', 'مع', 'أنه', 'لا', 'يجب', 'أن', 'يشعر', 'أي', 'طفل', 'بهذا', 'الشعور']",41
